id,logId,type,occurredAt,metadata,createdAt
77669873-fd6b-466a-8d14-12dd0273d96d,105f16b9-adb4-4e35-8728-ed616528d10d,sent,2026-07-21 16:23:18.592+00,"{""svixId"": ""msg_3Govzhn3X1Ct8yyYL6F5n24Bevf""}",2026-07-21 16:23:20.476+00
5dc2cbed-a6c0-4ff1-bf25-0d544367abb2,791f5e35-9ef7-44ea-b510-0bd81321e952,sent,2026-07-21 16:23:18.548+00,"{""svixId"": ""msg_3GovzhNwgDigKKwhkJOFFGWzovH""}",2026-07-21 16:23:20.479+00
1de8f6e4-2c40-4668-b81c-3841e94dfa5f,dfd4bb8c-8b6d-48d1-8707-ffefa3721336,sent,2026-07-21 16:23:18.515+00,"{""svixId"": ""msg_3Govzg2BcsRCYsUgck9inar047j""}",2026-07-21 16:23:20.484+00
69f8565f-0d9e-40b6-8470-4b43e4329d74,2a37f99d-8738-4ebc-ae6e-8ce2a6da58b0,sent,2026-07-21 16:23:18.593+00,"{""svixId"": ""msg_3GovzhllsKwA8pjXUpIM4EVgPeB""}",2026-07-21 16:23:20.486+00
5e93c99e-cade-499d-bb91-d64676d5e776,db1fe20f-6774-4706-80d8-06be2a4d2bba,sent,2026-07-21 16:23:18.634+00,"{""svixId"": ""msg_3GovzhlsZXa7Q7MA2CGXU6dFCRD""}",2026-07-21 16:23:20.498+00
916d8c5f-d120-4af5-a365-f977692ee55e,a2965870-72cb-4362-bd2f-969a166a1953,sent,2026-07-21 16:23:18.582+00,"{""svixId"": ""msg_3GovzhWJQRf9rykxnYJyyaHT851""}",2026-07-21 16:23:20.508+00
df70d3e2-873b-4c6e-8799-918ed015d5a6,71df5089-1449-4bf5-9e78-e6ab64a6fc6b,sent,2026-07-21 16:23:18.55+00,"{""svixId"": ""msg_3Govzi7DsXGL4zWk3EWm9FmhCJj""}",2026-07-21 16:23:20.671+00
9097df96-f111-4db9-bd31-1e756484e44f,418659bd-246b-45d9-8181-b33322d1ec11,sent,2026-07-21 16:23:18.546+00,"{""svixId"": ""msg_3GovzkghdsXvHllXeFCzhlwII19""}",2026-07-21 16:23:20.777+00
d1226130-0cf1-4e88-b5d6-308c21a5233d,258204f1-8c93-410f-aa15-1e4f07bef0c0,sent,2026-07-21 16:23:18.549+00,"{""svixId"": ""msg_3GovzkgSIGCFYORoMFxLiDzxyXv""}",2026-07-21 16:23:20.797+00
1b9be0d3-d445-46c8-bd88-f3e3f3e4158f,d02d3677-05ac-4a67-b8a7-27eb6f7c71e8,suppressed,2026-07-21 16:23:18.552+00,"{""svixId"": ""msg_3GovzkYQPb8wYZO8x7Mm9qYZfR9""}",2026-07-21 16:23:20.83+00
e72a6490-dae2-4fb6-95b5-b8f8dd54a2dc,50ed18e1-764c-4c8a-96ac-502bf78459a8,sent,2026-07-21 16:23:18.552+00,"{""svixId"": ""msg_3GovzhNBsuCQBHqxWRQmyHPdcD9""}",2026-07-21 16:23:21.151+00
e451d7d3-4876-4045-835d-94c2e702cd74,e14af2d0-c842-4503-a05b-87202a962a51,delivered,2026-07-21 16:23:18.515+00,"{""svixId"": ""msg_3GovzoYGrLlWGKAUoeWQBP4o56d""}",2026-07-21 16:23:21.155+00
